,TYPE,YEAR,MONTH,HUNDRED_BLOCK,h_block,full_address,lat,lon,lat_offset,lon_offset,cid
12932,Theft Of Auto Over $5000,2007,9,BALSAM ST / YORK AVE,BALSAM ST / YORK AVE,"BALSAM ST & YORK AVE , Vancouver, BC, Canada",49.2718,-123.15969,49.27223568,-123.1592952,2
12933,Theft Of Auto Over $5000,2007,9,HELMCKEN ST / RICHARDS ST,HELMCKEN ST / RICHARDS ST,"HELMCKEN ST & RICHARDS ST , Vancouver, BC, Canada",49.27695,-123.12264,49.27726368,-123.1221806,2
12934,Theft Of Auto Over $5000,2007,9,30XX GRANVILLE ST,3000 GRANVILLE ST,"3000 GRANVILLE ST , Vancouver, BC, Canada",49.2587806,-123.1385439,49.25900425,-123.1383115,2
12935,Theft Of Auto Over $5000,2007,9,55XX BLOCK COLLEGE ST,5500 BLOCK COLLEGE ST,"5500 BLOCK COLLEGE ST , Vancouver, BC, Canada",49.2349846,-123.0443235,49.23527772,-123.0438528,2
12936,Theft Of Auto Over $5000,2007,9,9XX MAINLAND ST,900 MAINLAND ST,"900 MAINLAND ST , Vancouver, BC, Canada",49.2774415,-123.117573,49.27771318,-123.1172281,2
12937,Theft Of Auto Over $5000,2007,9,16XX BAYSHORE DR,1600 BAYSHORE DR,"1600 BAYSHORE DR , Vancouver, BC, Canada",49.2913563,-123.1295725,49.2918397,-123.1293156,2
12938,Theft Of Auto Over $5000,2007,9,16XX BLOCK W 12TH AVE,1600 BLOCK W 12TH AVE,"1600 BLOCK W 12TH AVE , Vancouver, BC, Canada",49.2606951,-123.1413621,49.26085688,-123.1411551,2
12939,Theft Of Auto Over $5000,2007,9,9XX STATION ST,900 STATION ST,"900 STATION ST , Vancouver, BC, Canada",49.2765789,-123.0988255,49.27675194,-123.0983795,2
12940,Theft Of Auto Over $5000,2007,9,89XX BLOCK OAK ST,8900 BLOCK OAK ST,"8900 BLOCK OAK ST , Vancouver, BC, Canada",49.2044829,-123.1302032,49.20473604,-123.1300749,2
12941,Theft Of Auto Over $5000,2007,9,15XX COMOX ST,1500 COMO0 ST,"1500 COMO0 ST , Vancouver, BC, Canada",49.2858263,-123.1356221,49.2863038,-123.1354464,2
12942,Theft Of Auto Over $5000,2007,9,BENTALL ST / GRANDVIEW HWY,BENTALL ST / GRANDVIEW HWY,"BENTALL ST & GRANDVIEW HWY , Vancouver, BC, Canada",49.25815,-123.03207,49.25861769,-123.0317018,2
12943,Theft Of Auto Over $5000,2007,9,1XX BLOCK DIEPPE PL,100 BLOCK DIEPPE PL,"100 BLOCK DIEPPE PL , Vancouver, BC, Canada",49.2567904,-123.0257066,49.25714178,-123.0255641,2
12944,Theft Of Auto Over $5000,2007,9,HEATLEY AVE / POWELL ST,HEATLEY AVE / POWELL ST,"HEATLEY AVE & POWELL ST , Vancouver, BC, Canada",49.283,-123.08943,49.28321277,-123.0892453,2
12945,Theft Of Auto Over $5000,2007,9,17XX POWELL ST,1700 POWELL ST,"1700 POWELL ST , Vancouver, BC, Canada",49.2838161,-123.0700663,49.28405936,-123.0699568,2
12946,Theft Of Auto Over $5000,2007,9,15XX MAIN ST,1500 MAIN ST,"1500 MAIN ST , Vancouver, BC, Canada",49.2722,-123.09969,49.27259262,-123.0993536,2
12947,Theft Of Auto Over $5000,2007,9,HOMER ST / SMITHE ST,HOMER ST / SMITHE ST,"HOMER ST & SMITHE ST , Vancouver, BC, Canada",49.2784,-123.11847,49.27870383,-123.1183439,2
12948,Theft Of Auto Over $5000,2007,9,8XX BLOCK E 22ND AVE,800 BLOCK E 22ND AVE,"800 BLOCK E 22ND AVE , Vancouver, BC, Canada",49.2508847,-123.0875012,49.25124156,-123.087121,2
12949,Theft Of Auto Over $5000,2007,9,11XX BLOCK BEACH AVE,1100 BLOCK BEACH AVE,"1100 BLOCK BEACH AVE , Vancouver, BC, Canada",49.2775868,-123.1356621,49.27797689,-123.135364,2
12950,Theft Of Auto Over $5000,2007,9,36XX RAE AVE,3600 RAE AVE,"3600 RAE AVE , Vancouver, BC, Canada",49.2367593,-123.0253556,49.23691394,-123.0251354,2
12951,Theft Of Auto Over $5000,2007,9,26XX BLOCK VICTORIA DR,2600 BLOCK VICTORIA DR,"2600 BLOCK VICTORIA DR , Vancouver, BC, Canada",49.26133,-123.0657951,49.26167427,-123.065688,2
12952,Theft Of Auto Over $5000,2007,9,3XX BLOCK ROBSON ST,300 BLOCK ROBSON ST,"300 BLOCK ROBSON ST , Vancouver, BC, Canada",49.2788171,-123.1161749,49.27897909,-123.1157212,2
12953,Theft Of Auto Over $5000,2007,9,W 7TH AVE / WILLOW ST,W 7TH AVE / WILLOW ST,"W 7TH AVE & WILLOW ST , Vancouver, BC, Canada",49.26509,-123.12171,49.26522624,-123.1213892,2
12954,Theft Of Auto Over $5000,2007,9,18XX BLOCK RENFREW ST,1800 BLOCK RENFREW ST,"1800 BLOCK RENFREW ST , Vancouver, BC, Canada",49.26807,-123.04378,49.26821872,-123.0433211,2
12955,Theft Of Auto Over $5000,2007,9,22XX BLOCK PANDORA ST,2200 BLOCK PANDORA ST,"2200 BLOCK PANDORA ST , Vancouver, BC, Canada",49.2829051,-123.0594994,49.28311985,-123.0591568,2
12956,Theft Of Auto Over $5000,2007,9,SEYMOUR ST / W PENDER ST,SEYMOUR ST / W PENDER ST,"SEYMOUR ST & W PENDER ST , Vancouver, BC, Canada",49.28401,-123.11388,49.28442444,-123.1136515,2
12957,Theft Of Auto Over $5000,2007,9,19XX W 6TH AVE,1900 W 6TH AVE,"1900 W 6TH AVE , Vancouver, BC, Canada",49.2662251,-123.148162,49.2663789,-123.1479204,2
12958,Theft Of Auto Over $5000,2007,9,10XX W GEORGIA ST,1000 W GEORGIA ST,"1000 W GEORGIA ST , Vancouver, BC, Canada",49.2843551,-123.1212978,49.28481196,-123.12095,2
12959,Theft Of Auto Over $5000,2007,9,11XX SEYMOUR ST,1100 SEYMOUR ST,"1100 SEYMOUR ST , Vancouver, BC, Canada",49.2773487,-123.123703,49.27749055,-123.1234117,2
12960,Theft Of Auto Over $5000,2007,9,48XX CAMBIE ST,4800 CAMBIE ST,"4800 CAMBIE ST , Vancouver, BC, Canada",49.2422718,-123.1180137,49.2426897,-123.1177334,2
12961,Theft Of Auto Over $5000,2007,9,13XX BLOCK E 45TH AVE,1300 BLOCK E 45TH AVE,"1300 BLOCK E 45TH AVE , Vancouver, BC, Canada",49.2289551,-123.079646,49.22919631,-123.0794286,2
12962,Theft Of Auto Over $5000,2007,9,3XX BLOCK E 30TH AVE,300 BLOCK E 30TH AVE,"300 BLOCK E 30TH AVE , Vancouver, BC, Canada",49.2431451,-123.0984426,49.24331209,-123.0982095,2
12963,Theft Of Auto Over $5000,2007,9,BUTE ST / W PENDER ST,BUTE ST / W PENDER ST,"BUTE ST & W PENDER ST , Vancouver, BC, Canada",49.2883799,-123.12337,49.28857658,-123.1230648,2
12964,Theft Of Auto Over $5000,2007,9,11XX BEACH AVE,1100 BEACH AVE,"1100 BEACH AVE , Vancouver, BC, Canada",49.2775868,-123.1356621,49.27795513,-123.1353104,2
12965,Theft Of Auto Over $5000,2007,9,63XX BOUNDARY RD,6300 BOUNDARY RD,"6300 BOUNDARY RD , Vancouver, BC, Canada",49.226251,-123.0233851,49.22659269,-123.0229066,2
12966,Theft Of Auto Over $5000,2007,9,ASH ST / W 7TH AVE,ASH ST / W 7TH AVE,"ASH ST & W 7TH AVE , Vancouver, BC, Canada",49.2650099,-123.11743,49.26523154,-123.1170755,2
12967,Theft Of Auto Over $5000,2007,9,53XX BLOCK JOYCE ST,5300 BLOCK JOYCE ST,"5300 BLOCK JOYCE ST , Vancouver, BC, Canada",49.2361858,-123.0336683,49.23662893,-123.0335196,2
12968,Theft Of Auto Over $5000,2007,9,10XX BLOCK E 45TH AVE,1000 BLOCK E 45TH AVE,"1000 BLOCK E 45TH AVE , Vancouver, BC, Canada",49.2290251,-123.0848998,49.22942813,-123.0844511,2
12969,Theft Of Auto Over $5000,2007,9,42XX W 16TH AVE,4200 W 16TH AVE,"4200 W 16TH AVE , Vancouver, BC, Canada",49.2579749,-123.2016947,49.2583131,-123.201558,2
12970,Theft Of Auto Over $5000,2007,9,17XX BARCLAY ST,1700 BARCLAY ST,"1700 BARCLAY ST , Vancouver, BC, Canada",49.2890269,-123.1362341,49.2894567,-123.136088,2
12971,Theft Of Auto Over $5000,2007,9,26XX BLOCK HORLEY ST,2600 BLOCK HORLEY ST,"2600 BLOCK HORLEY ST , Vancouver, BC, Canada",49.2409194,-123.0501066,49.24137668,-123.0500009,2
12972,Theft Of Auto Over $5000,2007,9,64XX PRINCE ALBERT ST,6400 PRINCE ALBERT ST,"6400 PRINCE ALBERT ST , Vancouver, BC, Canada",49.2263992,-123.0877641,49.2265141,-123.0872848,2
12973,Theft Of Auto Over $5000,2007,9,93XX BLOCK HUDSON ST,9300 BLOCK HUDSON ST,"9300 BLOCK HUDSON ST , Vancouver, BC, Canada",49.2006855,-123.1353388,49.20097126,-123.1352152,2
12974,Theft Of Auto Over $5000,2007,9,15XX W 1ST AVE,1500 W 1ST AVE,"1500 W 1ST AVE , Vancouver, BC, Canada",49.2712962,-123.140072,49.27139869,-123.1398104,2
12975,Theft Of Auto Over $5000,2007,9,11XX HOWE ST,1100 HOWE ST,"1100 HOWE ST , Vancouver, BC, Canada",49.278619,-123.1257033,49.27906459,-123.1254038,2
12976,Theft Of Auto Over $5000,2007,9,88XX MONTCALM ST,8800 MONTCALM ST,"8800 MONTCALM ST , Vancouver, BC, Canada",49.205601,-123.1361251,49.20577254,-123.1360078,2
12977,Theft Of Auto Over $5000,2007,9,TAYLOR ST / KEEFER PL,TAYLOR ST / KEEFER PL,"TAYLOR ST & KEEFER PL , Vancouver, BC, Canada",49.2795,-123.10615,49.27981794,-123.1059242,2
12978,Theft Of Auto Over $5000,2007,9,1XX BLOCK WATER ST,100 BLOCK WATER ST,"100 BLOCK WATER ST , Vancouver, BC, Canada",49.2837861,-123.1065744,49.28393329,-123.1061464,2
12979,Theft Of Auto Over $5000,2007,9,50XX ST CATHERINES ST,5000 ST CATHERINES ST,"5000 ST CATHERINES ST , Vancouver, BC, Canada",49.2392344,-123.0866814,49.23947927,-123.0863796,2
12980,Theft Of Auto Over $5000,2007,9,45XX NANAIMO ST,4500 NANAIMO ST,"4500 NANAIMO ST , Vancouver, BC, Canada",49.244594,-123.0565251,49.24469559,-123.0560582,2
12981,Theft Of Auto Over $5000,2007,9,DAVIE ST / HOMER ST,DAVIE ST / HOMER ST,"DAVIE ST & HOMER ST , Vancouver, BC, Canada",49.27528,-123.1233,49.27557385,-123.1229435,2
12982,Theft Of Auto Over $5000,2007,9,73XX JASPER CRES,7300 JASPER CRES,"7300 JASPER CRES , Vancouver, BC, Canada",49.2170351,-123.0661901,49.21726743,-123.0659071,2
12983,Theft Of Auto Over $5000,2007,9,33XX W 31ST AVE,3300 W 31ST AVE,"3300 W 31ST AVE , Vancouver, BC, Canada",49.2441151,-123.1788249,49.24443235,-123.1784339,2
12984,Theft Of Auto Over $5000,2007,9,3XX BLOCK E HASTINGS ST,300 BLOCK E HASTINGS ST,"300 BLOCK E HASTINGS ST , Vancouver, BC, Canada",49.2811445,-123.0972288,49.28138326,-123.0967719,2
12985,Theft Of Auto Over $5000,2007,9,10XX W 10TH AVE,1000 W 10TH AVE,"1000 W 10TH AVE , Vancouver, BC, Canada",49.2622951,-123.1268434,49.26253906,-123.1267314,2
12986,Theft Of Auto Over $5000,2007,9,43XX BLOCK NW MARINE DR,4300 BLOCK NW MARINE DR,"4300 BLOCK NW MARINE DR , Vancouver, BC, Canada",49.2713371,-123.202633,49.27181309,-123.2023753,2
12987,Theft Of Auto Over $5000,2007,9,1XX BLOCK NELSON ST,100 BLOCK NELSON ST,"100 BLOCK NELSON ST , Vancouver, BC, Canada",49.2753464,-123.1172626,49.27557322,-123.117041,2
12988,Theft Of Auto Over $5000,2007,9,9XX MAINLAND ST,900 MAINLAND ST,"900 MAINLAND ST , Vancouver, BC, Canada",49.2774415,-123.117573,49.27785915,-123.1171014,2
12989,Theft Of Auto Over $5000,2007,9,32XX WAVERLEY AVE,3200 WAVERLEY AVE,"3200 WAVERLEY AVE , Vancouver, BC, Canada",49.2268351,-123.0384993,49.22708734,-123.0382485,2
12990,Theft Of Auto Over $5000,2007,9,26XX ASH ST,2600 ASH ST,"2600 ASH ST , Vancouver, BC, Canada",49.2621243,-123.1173061,49.26249417,-123.1168921,2
12991,Theft Of Auto Over $5000,2007,9,35XX BLOCK VANNESS AVE,3500 BLOCK VANNESS AVE,"3500 BLOCK VANNESS AVE , Vancouver, BC, Canada",49.2370486,-123.0296816,49.23723655,-123.0294625,2
12992,Theft Of Auto Over $5000,2007,9,15XX BURNABY ST,1500 BURNABY ST,"1500 BURNABY ST , Vancouver, BC, Canada",49.2837362,-123.1388113,49.28410148,-123.1385282,2
12993,Theft Of Auto Over $5000,2007,9,CARRALL ST / EXPO BLVD,CARRALL ST / E0PO BLVD,"CARRALL ST & E0PO BLVD , Vancouver, BC, Canada",49.27929,-123.10441,49.27945272,-123.1042732,2
12994,Theft Of Auto Over $5000,2007,9,18XX SW MARINE DR,1800 SW MARINE DR,"1800 SW MARINE DR , Vancouver, BC, Canada",49.2090171,-123.148513,49.20933246,-123.1481515,2
12995,Theft Of Auto Over $5000,2007,9,26XX ASH ST,2600 ASH ST,"2600 ASH ST , Vancouver, BC, Canada",49.2621243,-123.1173061,49.26260541,-123.1168296,2
12996,Theft Of Auto Over $5000,2007,9,11XX GRANVILLE ST,1100 GRANVILLE ST,"1100 GRANVILLE ST , Vancouver, BC, Canada",49.27778,-123.12465,49.27823921,-123.1243339,2
12997,Theft Of Auto Over $5000,2007,9,20XX BLOCK STEPHENS ST,2000 BLOCK STEPHENS ST,"2000 BLOCK STEPHENS ST , Vancouver, BC, Canada",49.268165,-123.1661273,49.26850556,-123.1657752,2
12998,Theft Of Auto Over $5000,2007,9,KEEFER ST / CARRALL ST,KEEFER ST / CARRALL ST,"KEEFER ST & CARRALL ST , Vancouver, BC, Canada",49.27925,-123.10441,49.27937683,-123.1041876,2
12999,Theft Of Auto Over $5000,2007,9,BLUE JAY CRES / SPARROW PL,BLUE JAY CRES / SPARROW PL,"BLUE JAY CRES & SPARROW PL , Vancouver, BC, Canada",49.21317,-123.02556,49.21354001,-123.0254547,2
13000,Theft Of Auto Over $5000,2007,9,21XX BLOCK W 39TH AVE,2100 BLOCK W 39TH AVE,"2100 BLOCK W 39TH AVE , Vancouver, BC, Canada",49.2363051,-123.1557612,49.23680304,-123.1553594,2
13001,Theft Of Auto Over $5000,2007,9,9XX BLOCK GRANVILLE ST,900 BLOCK GRANVILLE ST,"900 BLOCK GRANVILLE ST , Vancouver, BC, Canada",49.2800688,-123.1215138,49.28041584,-123.1214095,2
13002,Theft Of Auto Over $5000,2007,9,1XX E 63RD AVE,100 E 63RD AVE,"100 E 63RD AVE , Vancouver, BC, Canada",49.2131859,-123.1043592,49.21343406,-123.1041637,2
13003,Theft Of Auto Over $5000,2007,9,17XX BLOCK W 5TH AVE,1700 BLOCK W 5TH AVE,"1700 BLOCK W 5TH AVE , Vancouver, BC, Canada",49.2669751,-123.143454,49.26708045,-123.1431374,2
13004,Theft Of Auto Over $5000,2007,9,9XX MAINLAND ST,900 MAINLAND ST,"900 MAINLAND ST , Vancouver, BC, Canada",49.2774415,-123.117573,49.27762688,-123.1172295,2
13005,Theft Of Auto Over $5000,2007,9,27XX CHANDLERY PL,2700 CHANDLERY PL,"2700 CHANDLERY PL , Vancouver, BC, Canada",49.2067448,-123.0512758,49.2071643,-123.051155,2
13006,Theft Of Auto Over $5000,2007,10,5XX BLOCK BEACH CRES,500 BLOCK BEACH CRES,"500 BLOCK BEACH CRES , Vancouver, BC, Canada",49.2731058,-123.1285713,49.27355288,-123.1282275,2
13007,Theft Of Auto Over $5000,2007,10,36XX W 1ST AVE,3600 W 1ST AVE,"3600 W 1ST AVE , Vancouver, BC, Canada",49.2711451,-123.1837431,49.27128879,-123.1835554,2
13008,Theft Of Auto Over $5000,2007,10,15XX W 7TH AVE,1500 W 7TH AVE,"1500 W 7TH AVE , Vancouver, BC, Canada",49.2652052,-123.1387252,49.26559957,-123.1383111,2
13009,Theft Of Auto Over $5000,2007,10,10XX ROBSON ST,1000 ROBSON ST,"1000 ROBSON ST , Vancouver, BC, Canada",49.28333,-123.12328,49.28364858,-123.1228006,2
13010,Theft Of Auto Over $5000,2007,10,GRANVILLE ST / SMITHE ST,GRANVILLE ST / SMITHE ST,"GRANVILLE ST & SMITHE ST , Vancouver, BC, Canada",49.28031,-123.12143,49.28043749,-123.1211451,2
13011,Theft Of Auto Over $5000,2007,10,13XX BLOCK COMOX ST,1300 BLOCK COMO0 ST,"1300 BLOCK COMO0 ST , Vancouver, BC, Canada",49.2841851,-123.1330576,49.2843356,-123.1328222,2
13012,Theft Of Auto Over $5000,2007,10,3XX E 11TH AVE,300 E 11TH AVE,"300 E 11TH AVE , Vancouver, BC, Canada",49.2609851,-123.09806,49.26129537,-123.0976929,2
13013,Theft Of Auto Over $5000,2007,10,28XX BLOCK E 42ND AVE,2800 BLOCK E 42ND AVE,"2800 BLOCK E 42ND AVE , Vancouver, BC, Canada",49.2319251,-123.0485704,49.23224127,-123.0481243,2
13014,Theft Of Auto Over $5000,2007,10,28XX W 24TH AVE,2800 W 24TH AVE,"2800 W 24TH AVE , Vancouver, BC, Canada",49.2508651,-123.1680207,49.25130478,-123.1676102,2
13015,Theft Of Auto Over $5000,2007,10,31XX SOPHIA ST,3100 SOPHIA ST,"3100 SOPHIA ST , Vancouver, BC, Canada",49.2573419,-123.0982651,49.25762885,-123.0978296,2
13016,Theft Of Auto Over $5000,2007,10,6XX W 41ST AVE,600 W 41ST AVE,"600 W 41ST AVE , Vancouver, BC, Canada",49.2334308,-123.1170049,49.23385264,-123.1168564,2
13017,Theft Of Auto Over $5000,2007,10,8XX W BROADWAY AVE,800 W BROADWAY AVE,"800 W BROADWAY AVE , Vancouver, BC, Canada",49.2632051,-123.1220434,49.26341297,-123.1216303,2
13018,Theft Of Auto Over $5000,2007,10,GRANVILLE ST / HELMCKEN ST,GRANVILLE ST / HELMCKEN ST,"GRANVILLE ST & HELMCKEN ST , Vancouver, BC, Canada",49.27821,-123.12462,49.27853402,-123.1242105,2
13019,Theft Of Auto Over $5000,2007,10,1XX BLOCK E 43RD AVE,100 BLOCK E 43RD AVE,"100 BLOCK E 43RD AVE , Vancouver, BC, Canada",49.2308251,-123.10338,49.23117138,-123.1029668,2
13020,Theft Of Auto Over $5000,2007,10,9XX RICHARDS ST,900 RICHARDS ST,"900 RICHARDS ST , Vancouver, BC, Canada",49.278799,-123.1195525,49.2792593,-123.119138,2
13022,Theft Of Auto Over $5000,2007,10,38XX BLOCK LILLOOET ST,3800 BLOCK LILLOOET ST,"3800 BLOCK LILLOOET ST , Vancouver, BC, Canada",49.2504537,-123.0388536,49.25061264,-123.0384457,2
13023,Theft Of Auto Over $5000,2007,10,27XX BLOCK E 27TH AVE,2700 BLOCK E 27TH AVE,"2700 BLOCK E 27TH AVE , Vancouver, BC, Canada",49.2461651,-123.0494042,49.24637832,-123.0491251,2
13024,Theft Of Auto Over $5000,2007,10,35XX BLOCK HULL ST,3500 BLOCK HULL ST,"3500 BLOCK HULL ST , Vancouver, BC, Canada",49.2532715,-123.063615,49.2537584,-123.0633749,2
13025,Theft Of Auto Over $5000,2007,10,9XX MAIN ST,900 MAIN ST,"900 MAIN ST , Vancouver, BC, Canada",49.2766075,-123.0996538,49.27690446,-123.0992747,2
13026,Theft Of Auto Over $5000,2007,10,6XX HELMCKEN ST,600 HELMCKEN ST,"600 HELMCKEN ST , Vancouver, BC, Canada",49.2775448,-123.1238568,49.27803878,-123.1237209,2
13027,Theft Of Auto Over $5000,2007,10,11XX JERVIS ST,1100 JERVIS ST,"1100 JERVIS ST , Vancouver, BC, Canada",49.28356,-123.1334,49.28386745,-123.1332631,2
13028,Theft Of Auto Over $5000,2007,10,30XX E KENT AVE N,3000 E KENT AVE N,"3000 E KENT AVE N , Vancouver, BC, Canada",49.2065419,-123.0450129,49.20703151,-123.0446301,2
13029,Theft Of Auto Over $5000,2007,10,1XX E 1ST AVE,100 E 1ST AVE,"100 E 1ST AVE , Vancouver, BC, Canada",49.2700347,-123.1024001,49.27049363,-123.1019002,2
13030,Theft Of Auto Over $5000,2007,10,20XX NEWPORT AVE,2000 NEWPORT AVE,"2000 NEWPORT AVE , Vancouver, BC, Canada",49.2151851,-123.06603,49.21559406,-123.0655457,2
13031,Theft Of Auto Over $5000,2007,10,15XX W 53RD AVE,1500 W 53RD AVE,"1500 W 53RD AVE , Vancouver, BC, Canada",49.2225051,-123.139772,49.22285257,-123.139468,2
13032,Theft Of Auto Over $5000,2007,10,57XX TYNE ST,5700 TYNE ST,"5700 TYNE ST , Vancouver, BC, Canada",49.2318047,-123.0313094,49.23198996,-123.0310837,2
13033,Theft Of Auto Over $5000,2007,10,1XX WATER ST,100 WATER ST,"100 WATER ST , Vancouver, BC, Canada",49.2837861,-123.1065744,49.28422487,-123.1061928,2
13034,Theft Of Auto Over $5000,2007,10,16XX E 2ND AVE,1600 E 2ND AVE,"1600 E 2ND AVE , Vancouver, BC, Canada",49.2685751,-123.0713695,49.26879384,-123.0709851,2
13035,Theft Of Auto Over $5000,2007,10,26XX ASH ST,2600 ASH ST,"2600 ASH ST , Vancouver, BC, Canada",49.2621243,-123.1173061,49.26239066,-123.1171208,2
13036,Theft Of Auto Over $5000,2007,10,8XX W 28TH AVE,800 W 28TH AVE,"800 W 28TH AVE , Vancouver, BC, Canada",49.2461251,-123.1226122,49.2464736,-123.1223891,2
13037,Theft Of Auto Over $5000,2007,10,25XX BLOCK E 27TH AVE,2500 BLOCK E 27TH AVE,"2500 BLOCK E 27TH AVE , Vancouver, BC, Canada",49.2461941,-123.053998,49.24649481,-123.0535069,2
13038,Theft Of Auto Over $5000,2007,10,14XX E 1ST AVE,1400 E 1ST AVE,"1400 E 1ST AVE , Vancouver, BC, Canada",49.2695051,-123.075171,49.26964566,-123.0748647,2
13039,Theft Of Auto Over $5000,2007,10,25XX BLOCK E 28TH AVE,2500 BLOCK E 28TH AVE,"2500 BLOCK E 28TH AVE , Vancouver, BC, Canada",49.2453451,-123.0540293,49.24566528,-123.0538808,2
13040,Theft Of Auto Over $5000,2007,10,28XX BLOCK SOPHIA ST,2800 BLOCK SOPHIA ST,"2800 BLOCK SOPHIA ST , Vancouver, BC, Canada",49.2600335,-123.0981651,49.26033561,-123.0979858,2
13041,Theft Of Auto Over $5000,2007,10,19XX BLOCK GARDEN DR,1900 BLOCK GARDEN DR,"1900 BLOCK GARDEN DR , Vancouver, BC, Canada",49.26761,-123.0579051,49.26804201,-123.0577929,2
13042,Theft Of Auto Over $5000,2007,10,2XX SW MARINE DR,200 SW MARINE DR,"200 SW MARINE DR , Vancouver, BC, Canada",49.2119646,-123.1102959,49.21222137,-123.1100194,2
13043,Theft Of Auto Over $5000,2007,10,21XX W 42ND AVE,2100 W 42ND AVE,"2100 W 42ND AVE , Vancouver, BC, Canada",49.2334451,-123.1558201,49.23375321,-123.1555965,2
13044,Theft Of Auto Over $5000,2007,10,DAVIE ST / RICHARDS ST,DAVIE ST / RICHARDS ST,"DAVIE ST & RICHARDS ST , Vancouver, BC, Canada",49.27587,-123.12425,49.27626149,-123.1239314,2
13046,Theft Of Auto Over $5000,2007,10,BURRARD ST / W 1ST AVE,BURRARD ST / W 1ST AVE,"BURRARD ST & W 1ST AVE , Vancouver, BC, Canada",49.27065,-123.14551,49.27105714,-123.1453798,2
13047,Theft Of Auto Over $5000,2007,10,29XX BLOCK E 29TH AVE,2900 BLOCK E 29TH AVE,"2900 BLOCK E 29TH AVE , Vancouver, BC, Canada",49.2444451,-123.0444914,49.24455689,-123.044044,2
13048,Theft Of Auto Over $5000,2007,10,11XX GRANVILLE ST,1100 GRANVILLE ST,"1100 GRANVILLE ST , Vancouver, BC, Canada",49.27778,-123.12465,49.27797766,-123.1245134,2
13049,Theft Of Auto Over $5000,2007,10,49XX BLOCK ANGUS DR,4900 BLOCK ANGUS DR,"4900 BLOCK ANGUS DR , Vancouver, BC, Canada",49.24176,-123.14512,49.24215111,-123.1448389,2
13050,Theft Of Auto Over $5000,2007,10,59XX ORMIDALE ST,5900 ORMIDALE ST,"5900 ORMIDALE ST , Vancouver, BC, Canada",49.2306097,-123.024846,49.23095752,-123.0247459,2
13051,Theft Of Auto Over $5000,2007,10,1XX W HASTINGS ST,100 W HASTINGS ST,"100 W HASTINGS ST , Vancouver, BC, Canada",49.2818961,-123.1074143,49.28219835,-123.106971,2
13052,Theft Of Auto Over $5000,2007,10,55XX INVERNESS ST,5500 INVERNESS ST,"5500 INVERNESS ST , Vancouver, BC, Canada",49.2347357,-123.0795232,49.2349951,-123.0792349,2
13053,Theft Of Auto Over $5000,2007,10,ABBOTT ST / W CORDOVA ST,ABBOTT ST / W CORDOVA ST,"ABBOTT ST & W CORDOVA ST , Vancouver, BC, Canada",49.28293,-123.10678,49.28329206,-123.106426,2
13054,Theft Of Auto Over $5000,2007,10,4XX JERVIS ST,400 JERVIS ST,"400 JERVIS ST , Vancouver, BC, Canada",49.2896769,-123.1242366,49.28998079,-123.1237794,2
13055,Theft Of Auto Over $5000,2007,10,11XX BLOCK E GEORGIA ST,1100 BLOCK E GEORGIA ST,"1100 BLOCK E GEORGIA ST , Vancouver, BC, Canada",49.2781147,-123.0810676,49.27834196,-123.0809361,2
13056,Theft Of Auto Over $5000,2007,10,2XX E 4TH AVE,200 E 4TH AVE,"200 E 4TH AVE , Vancouver, BC, Canada",49.2672051,-123.1005598,49.26733183,-123.1001986,2
13057,Theft Of Auto Over $5000,2007,10,6XX W 41ST AVE,600 W 41ST AVE,"600 W 41ST AVE , Vancouver, BC, Canada",49.2334308,-123.1170049,49.23354046,-123.1166519,2
13058,Theft Of Auto Over $5000,2007,10,E 24TH AVE / NANAIMO ST,E 24TH AVE / NANAIMO ST,"E 24TH AVE & NANAIMO ST , Vancouver, BC, Canada",49.24884,-123.05663,49.24925774,-123.0562439,2
13059,Theft Of Auto Over $5000,2007,10,47XX EARLES ST,4700 EARLES ST,"4700 EARLES ST , Vancouver, BC, Canada",49.242046,-123.0443381,49.24253622,-123.0440325,2
13060,Theft Of Auto Over $5000,2007,10,11XX BLOCK GRANVILLE ST,1100 BLOCK GRANVILLE ST,"1100 BLOCK GRANVILLE ST , Vancouver, BC, Canada",49.27778,-123.12465,49.27795556,-123.1244782,2
13061,Theft Of Auto Over $5000,2007,10,25XX COLUMBIA ST,2500 COLUMBIA ST,"2500 COLUMBIA ST , Vancouver, BC, Canada",49.26297,-123.1093351,49.26332412,-123.1091024,2
13062,Theft Of Auto Over $5000,2007,10,9XX BLOCK W 14TH AVE,900 BLOCK W 14TH AVE,"900 BLOCK W 14TH AVE , Vancouver, BC, Canada",49.2585751,-123.1245013,49.25892094,-123.1242245,2
13063,Theft Of Auto Over $5000,2007,10,E HASTINGS ST / JACKSON AVE,E HASTINGS ST / JACKSON AVE,"E HASTINGS ST & JACKSON AVE , Vancouver, BC, Canada",49.28122,-123.09344,49.28135884,-123.0932677,2
13064,Theft Of Auto Over $5000,2007,10,COLUMBIA ST / E PENDER ST,COLUMBIA ST / E PENDER ST,"COLUMBIA ST & E PENDER ST , Vancouver, BC, Canada",49.28043,-123.10229,49.28069121,-123.102057,2
13065,Theft Of Auto Over $5000,2007,10,28XX BLOCK E 6TH AVE,2800 BLOCK E 6TH AVE,"2800 BLOCK E 6TH AVE , Vancouver, BC, Canada",49.2647049,-123.0467683,49.26501203,-123.0463656,2
