"","X","TYPE","YEAR","MONTH","HUNDRED_BLOCK","h_blk","full_address","lat","lon","cid","lat_offset","lon_offset"
"7577",7683,"Theft From Auto Under $5000",2014,6,"MAIN ST / WATSON ST","MAIN ST / WATSON ST"," MAIN ST / WATSON ST, Vancouver, BC, Canada",49.22939,-123.10152,3,49.2295345332312,-123.101090842333
"7578",7684,"Theft From Auto Under $5000",2014,6,"CARRALL ST / E CORDOVA ST","CARRALL ST / E CORDOVA ST"," CARRALL ST / E CORDOVA ST, Vancouver, BC, Canada",49.28215,-123.09175,3,49.2822563039398,-123.091440438259
"7579",7685,"Theft From Auto Under $5000",2014,6,"23XX VICTORIA DR","2300 VICTORIA DR"," 2300 VICTORIA DR, Vancouver, BC, Canada",49.2640308,-123.0656451,3,49.2644464237182,-123.065500376962
"7580",7686,"Theft From Auto Under $5000",2014,6,"39XX W 8TH AVE","3900 W 8TH AVE"," 3900 W 8TH AVE, Vancouver, BC, Canada",49.2651552,-123.1914473,3,49.2653661865713,-123.191324376727
"7581",7687,"Theft From Auto Under $5000",2014,6,"17XX W BROADWAY AVE","1700 W BROADWAY AVE"," 1700 W BROADWAY AVE, Vancouver, BC, Canada",49.2635551,-123.1436516,3,49.2638574322905,-123.143269797594
"7582",7688,"Theft From Auto Under $5000",2014,6,"GRANVILLE ST / LAURIER AVE","GRANVILLE ST / LAURIER AVE"," GRANVILLE ST / LAURIER AVE, Vancouver, BC, Canada",49.25078,-123.13327,3,49.2511930561194,-123.133151361696
"7583",7689,"Theft From Auto Under $5000",2014,6,"BUTE ST / ROBSON ST","BUTE ST / ROBSON ST"," BUTE ST / ROBSON ST, Vancouver, BC, Canada",49.28559,-123.12634,3,49.2858974214416,-123.125883978732
"7584",7690,"Theft From Auto Under $5000",2014,6,"5XX STANLEY PARK DR","500 STANLEY PARK DR"," 500 STANLEY PARK DR, Vancouver, BC, Canada",49.2970553,-123.1337137,3,49.2972685167712,-123.13326208616
"7585",7691,"Theft From Auto Under $5000",2014,6,"21XX E 6TH AVE","2100 E 6TH AVE"," 2100 E 6TH AVE, Vancouver, BC, Canada",49.2649451,-123.0617293,3,49.2653928852779,-123.061619256984
"7586",7692,"Theft From Auto Under $5000",2014,6,"32XX E 14TH AVE","3200 E 14TH AVE"," 3200 E 14TH AVE, Vancouver, BC, Canada",49.2571347,-123.0363362,3,49.2575037570101,-123.036057168032
"7587",7693,"Theft From Auto Under $5000",2014,6,"9XX CANADA PL","900 CANADA PL"," 900 CANADA PL, Vancouver, BC, Canada",49.2872382,-123.112884,3,49.2876327146794,-123.112624205156
"7588",7694,"Theft From Auto Under $5000",2014,6,"10XX NELSON ST","1000 NELSON ST"," 1000 NELSON ST, Vancouver, BC, Canada",49.2811165,-123.1261926,3,49.2812551257394,-123.125880287442
"7589",7695,"Theft From Auto Under $5000",2014,6,"21XX CAROLINA ST","2100 CAROLINA ST"," 2100 CAROLINA ST, Vancouver, BC, Canada",49.2660526,-123.0908651,3,49.2662118015157,-123.090417924004
"7590",7696,"Theft From Auto Under $5000",2014,6,"8XX W 12TH AVE","800 W 12TH AVE"," 800 W 12TH AVE, Vancouver, BC, Canada",49.2603751,-123.12194,3,49.2606112625585,-123.121642324734
"7591",7697,"Theft From Auto Under $5000",2014,6,"15XX MAIN ST","1500 MAIN ST"," 1500 MAIN ST, Vancouver, BC, Canada",49.2722,-123.09969,3,49.2724324188164,-123.099392530602
"7592",7698,"Theft From Auto Under $5000",2014,6,"2XX E 14TH AVE","200 E 14TH AVE"," 200 E 14TH AVE, Vancouver, BC, Canada",49.2582751,-123.1003393,3,49.2584056050716,-123.100146939604
"7593",7699,"Theft From Auto Under $5000",2014,6,"1XX WATER ST","100 WATER ST"," 100 WATER ST, Vancouver, BC, Canada",49.2837861,-123.1065744,3,49.2841394695179,-123.106103504714
"7594",7700,"Theft From Auto Under $5000",2014,6,"1XX KEEFER PL","100 KEEFER PL"," 100 KEEFER PL, Vancouver, BC, Canada",49.279606,-123.107833,3,49.28006282128,-123.107490202437
"7595",7701,"Theft From Auto Under $5000",2014,6,"19XX KOOTENAY ST","1900 KOOTENAY ST"," 1900 KOOTENAY ST, Vancouver, BC, Canada",49.2676387,-123.0258255,3,49.2679076777295,-123.025465512036
"7596",7702,"Theft From Auto Under $5000",2014,6,"7XX W BROADWAY AVE","700 W BROADWAY AVE"," 700 W BROADWAY AVE, Vancouver, BC, Canada",49.26302,-123.12013,3,49.2635043198937,-123.119645097928
"7597",7703,"Theft From Auto Under $5000",2014,6,"41XX KASLO ST","4100 KASLO ST"," 4100 KASLO ST, Vancouver, BC, Canada",49.2477733,-123.0469651,3,49.2482615538258,-123.046608485556
"7598",7704,"Theft From Auto Under $5000",2014,6,"28XX E 6TH AVE","2800 E 6TH AVE"," 2800 E 6TH AVE, Vancouver, BC, Canada",49.2647049,-123.0467683,3,49.2650077580235,-123.046617427308
"7599",7705,"Theft From Auto Under $5000",2014,6,"9XX SEYMOUR ST","900 SEYMOUR ST"," 900 SEYMOUR ST, Vancouver, BC, Canada",49.27925,-123.12051,3,49.2795097309172,-123.120251744821
"7600",7706,"Theft From Auto Under $5000",2014,6,"17XX W BROADWAY AVE","1700 W BROADWAY AVE"," 1700 W BROADWAY AVE, Vancouver, BC, Canada",49.2635551,-123.1436516,3,49.2638482709128,-123.143257182776
"7601",7707,"Theft From Auto Under $5000",2014,6,"14XX W 11TH AVE","1400 W 11TH AVE"," 1400 W 11TH AVE, Vancouver, BC, Canada",49.2615551,-123.1363725,3,49.2619437213875,-123.136216607733
"7602",7708,"Theft From Auto Under $5000",2014,6,"36XX VANNESS AVE","3600 VANNESS AVE"," 3600 VANNESS AVE, Vancouver, BC, Canada",49.2361149,-123.027638,3,49.2363147027072,-123.027483403718
"7603",7709,"Theft From Auto Under $5000",2014,6,"3XX E 7TH AVE","300 E 7TH AVE"," 300 E 7TH AVE, Vancouver, BC, Canada",49.2644535,-123.0986328,3,49.2647044558786,-123.098218595221
"7604",7710,"Theft From Auto Under $5000",2014,6,"19XX RENFREW ST","1900 RENFREW ST"," 1900 RENFREW ST, Vancouver, BC, Canada",49.2674672,-123.0441251,3,49.2679355121109,-123.043641475323
"7605",7711,"Theft From Auto Under $5000",2014,6,"21XX GUELPH ST","2100 GUELPH ST"," 2100 GUELPH ST, Vancouver, BC, Canada",49.2660934,-123.0946435,3,49.2665177786751,-123.094407817677
"7606",7712,"Theft From Auto Under $5000",2014,6,"COLUMBIA ST / W 64TH AVE","COLUMBIA ST / W 64TH AVE"," COLUMBIA ST / W 64TH AVE, Vancouver, BC, Canada",49.2132,-123.15024,3,49.2135758119986,-123.150055983034
"7607",7713,"Theft From Auto Under $5000",2014,6,"8XX SALSBURY DR","800 SALSBURY DR"," 800 SALSBURY DR, Vancouver, BC, Canada",49.2769084,-123.0681384,3,49.277372886862,-123.0678278399
"7608",7714,"Theft From Auto Under $5000",2014,6,"5XX E CORDOVA ST","500 E CORDOVA ST"," 500 E CORDOVA ST, Vancouver, BC, Canada",49.2820247,-123.0931495,3,49.2822009278577,-123.093016044892
"7609",7715,"Theft From Auto Under $5000",2014,6,"2XX E WOODSTOCK AVE","200 E WOODSTOCK AVE"," 200 E WOODSTOCK AVE, Vancouver, BC, Canada",49.2334942,-123.1013216,3,49.23373977794,-123.10122031559
"7610",7716,"Theft From Auto Under $5000",2014,6,"25XX E 54TH AVE","2500 E 54TH AVE"," 2500 E 54TH AVE, Vancouver, BC, Canada",49.2200951,-123.0563399,3,49.2204877144875,-123.056210919175
"7611",7717,"Theft From Auto Under $5000",2014,6,"26XX E 18TH AVE","2600 E 18TH AVE"," 2600 E 18TH AVE, Vancouver, BC, Canada",49.2539149,-123.0519286,3,49.2542433123071,-123.051479573172
"7612",7718,"Theft From Auto Under $5000",2014,6,"8XX AVISON WAY","800 AVISON WAY"," 800 AVISON WAY, Vancouver, BC, Canada",49.2979379,-123.1311265,3,49.2982572169225,-123.130723989805
"7613",7719,"Theft From Auto Under $5000",2014,6,"6XX DENMAN ST","600 DENMAN ST"," 600 DENMAN ST, Vancouver, BC, Canada",49.2923708,-123.1338185,3,49.2925339732408,-123.133357058207
"7614",7720,"Theft From Auto Under $5000",2014,6,"8XX AVISON WAY","800 AVISON WAY"," 800 AVISON WAY, Vancouver, BC, Canada",49.2979379,-123.1311265,3,49.2984203099639,-123.130894227709
"7615",7721,"Theft From Auto Under $5000",2014,6,"4XX INDUSTRIAL AVE","400 INDUSTRIAL AVE"," 400 INDUSTRIAL AVE, Vancouver, BC, Canada",49.26923,-123.09568,3,49.2695835881146,-123.095287668709
"7616",7722,"Theft From Auto Under $5000",2014,6,"29XX KINGSWAY AVE","2900 KINGSWAY AVE"," 2900 KINGSWAY AVE, Vancouver, BC, Canada",49.2361433,-123.045416,3,49.2363894243355,-123.045065857124
"7617",7723,"Theft From Auto Under $5000",2014,6,"36XX CITY EDGE PL","3600 CITY EDGE PL"," 3600 CITY EDGE PL, Vancouver, BC, Canada",49.2075228,-123.0255847,3,49.207772062089,-123.025101605402
"7618",7724,"Theft From Auto Under $5000",2014,6,"1XX W 17TH AVE","100 W 17TH AVE"," 100 W 17TH AVE, Vancouver, BC, Canada",49.2556351,-123.1073619,3,49.2560712426421,-123.10711178103
"7619",7725,"Theft From Auto Under $5000",2014,6,"1XX W 17TH AVE","100 W 17TH AVE"," 100 W 17TH AVE, Vancouver, BC, Canada",49.2556351,-123.1073619,3,49.2559311626021,-123.106970377955
"7620",7726,"Theft From Auto Under $5000",2014,6,"HELMCKEN ST / HOMER ST","HELMCKEN ST / HOMER ST"," HELMCKEN ST / HOMER ST, Vancouver, BC, Canada",49.27979,-123.12706,3,49.2801270056989,-123.126681339623
"7621",7727,"Theft From Auto Under $5000",2014,6,"RICHARDS ST / SMITHE ST","RICHARDS ST / SMITHE ST"," RICHARDS ST / SMITHE ST, Vancouver, BC, Canada",49.28259,-123.12488,3,49.2828484469745,-123.124528077731
"7622",7728,"Theft From Auto Under $5000",2014,6,"41XX ATLIN ST","4100 ATLIN ST"," 4100 ATLIN ST, Vancouver, BC, Canada",49.2477532,-123.0456036,3,49.2479244665285,-123.045422771798
"7623",7729,"Theft From Auto Under $5000",2014,6,"8XX W 12TH AVE","800 W 12TH AVE"," 800 W 12TH AVE, Vancouver, BC, Canada",49.2603751,-123.12194,3,49.2607755092329,-123.121727449317
"7624",7730,"Theft From Auto Under $5000",2014,6,"3XX MAIN ST","300 MAIN ST"," 300 MAIN ST, Vancouver, BC, Canada",49.2821303,-123.0994238,3,49.2823099575502,-123.099266222004
"7625",7731,"Theft From Auto Under $5000",2014,6,"34XX KINGSWAY AVE","3400 KINGSWAY AVE"," 3400 KINGSWAY AVE, Vancouver, BC, Canada",49.2325298,-123.0330701,3,49.2328728064911,-123.032781836011
"7626",7732,"Theft From Auto Under $5000",2014,6,"1XX W GEORGIA ST","100 W GEORGIA ST"," 100 W GEORGIA ST, Vancouver, BC, Canada",49.2787064,-123.1125227,3,49.2790988574914,-123.112134051957
"7627",7733,"Theft From Auto Under $5000",2014,6,"14XX W 11TH AVE","1400 W 11TH AVE"," 1400 W 11TH AVE, Vancouver, BC, Canada",49.2615551,-123.1363725,3,49.2618512015523,-123.136118327903
"7628",7734,"Theft From Auto Under $5000",2014,6,"5XX W 14TH AVE","500 W 14TH AVE"," 500 W 14TH AVE, Vancouver, BC, Canada",49.2586351,-123.1152425,3,49.2588446678245,-123.115023348491
"7629",7735,"Theft From Auto Under $5000",2014,6,"DRAKE ST / PACIFIC BLVD","DRAKE ST / PACIFIC BLVD"," DRAKE ST / PACIFIC BLVD, Vancouver, BC, Canada",49.27621,-123.11018,3,49.2763299716767,-123.109993896125
"7630",7736,"Theft From Auto Under $5000",2014,6,"17XX NELSON ST","1700 NELSON ST"," 1700 NELSON ST, Vancouver, BC, Canada",49.2883158,-123.1373006,3,49.2884846136527,-123.136852551672
"7631",7737,"Theft From Auto Under $5000",2014,6,"21XX CAROLINA ST","2100 CAROLINA ST"," 2100 CAROLINA ST, Vancouver, BC, Canada",49.2660526,-123.0908651,3,49.2663140546382,-123.090732576858
"7632",7738,"Theft From Auto Under $5000",2014,6,"18XX W 1ST AVE","1800 W 1ST AVE"," 1800 W 1ST AVE, Vancouver, BC, Canada",49.2705151,-123.1457142,3,49.2708603347455,-123.145421400785
"7633",7739,"Theft From Auto Under $5000",2014,6,"39XX W 22ND AVE","3900 W 22ND AVE"," 3900 W 22ND AVE, Vancouver, BC, Canada",49.2527751,-123.1910413,3,49.2530057910824,-123.190607987048
"7634",7740,"Theft From Auto Under $5000",2014,6,"30XX E 7TH AVE","3000 E 7TH AVE"," 3000 E 7TH AVE, Vancouver, BC, Canada",49.2637449,-123.0412783,3,49.2641724786585,-123.040888209284
"7635",7741,"Theft From Auto Under $5000",2014,6,"70XX ONTARIO ST","7000 ONTARIO ST"," 7000 ONTARIO ST, Vancouver, BC, Canada",49.2209976,-123.1058746,3,49.221339291037,-123.105474147011
"7636",7742,"Theft From Auto Under $5000",2014,6,"1XX E CORDOVA ST","100 E CORDOVA ST"," 100 E CORDOVA ST, Vancouver, BC, Canada",49.28207,-123.10198,3,49.2824057725294,-123.101522469763
"7637",7743,"Theft From Auto Under $5000",2014,6,"1XX W 3RD AVE","100 W 3RD AVE"," 100 W 3RD AVE, Vancouver, BC, Canada",49.2681951,-123.1068335,3,49.2683260575912,-123.106418029495
"7638",7744,"Theft From Auto Under $5000",2014,6,"80XX COLUMBIA ST","8000 COLUMBIA ST"," 8000 COLUMBIA ST, Vancouver, BC, Canada",49.212439,-123.1126151,3,49.2127389236441,-123.112493669111
"7639",7745,"Theft From Auto Under $5000",2014,6,"HELMCKEN ST / SEYMOUR ST","HELMCKEN ST / SEYMOUR ST"," HELMCKEN ST / SEYMOUR ST, Vancouver, BC, Canada",49.27979,-123.12706,3,49.2800437469814,-123.126667874229
"7640",7746,"Theft From Auto Under $5000",2014,6,"59XX TISDALL ST","5900 TISDALL ST"," 5900 TISDALL ST, Vancouver, BC, Canada",49.2316904,-123.1221233,3,49.2321080661282,-123.121637931137
"7641",7747,"Theft From Auto Under $5000",2014,6,"1XX W 17TH AVE","100 W 17TH AVE"," 100 W 17TH AVE, Vancouver, BC, Canada",49.2556351,-123.1073619,3,49.2559755449688,-123.106998924751
"7642",7748,"Theft From Auto Under $5000",2014,6,"21XX STANLEY PARK DR","2100 STANLEY PARK DR"," 2100 STANLEY PARK DR, Vancouver, BC, Canada",49.29846,-123.117304,3,49.298589214139,-123.117045565997
"7643",7749,"Theft From Auto Under $5000",2014,6,"32XX FLEMING ST","3200 FLEMING ST"," 3200 FLEMING ST, Vancouver, BC, Canada",49.2562478,-123.0706139,3,49.2566449767237,-123.070439664166
"7644",7750,"Theft From Auto Under $5000",2014,6,"35XX TURNER ST","3500 TURNER ST"," 3500 TURNER ST, Vancouver, BC, Canada",49.2789351,-123.0281181,3,49.2793628231843,-123.027797483208
"7645",7751,"Theft From Auto Under $5000",2014,6,"ABBOTT ST / W HASTINGS ST","ABBOTT ST / W HASTINGS ST"," ABBOTT ST / W HASTINGS ST, Vancouver, BC, Canada",49.28175,-123.10579,3,49.282173327857,-123.105365058418
"7646",7752,"Theft From Auto Under $5000",2014,6,"12XX PENDRELL ST","1200 PENDRELL ST"," 1200 PENDRELL ST, Vancouver, BC, Canada",49.2824151,-123.1322801,3,49.2825681311047,-123.132066404535
"7647",7753,"Theft From Auto Under $5000",2014,6,"11XX E 41ST AVE","1100 E 41ST AVE"," 1100 E 41ST AVE, Vancouver, BC, Canada",49.2326651,-123.0823496,3,49.2328471649106,-123.081971026631
"7648",7754,"Theft From Auto Under $5000",2014,6,"8XX CARDERO ST","800 CARDERO ST"," 800 CARDERO ST, Vancouver, BC, Canada",49.2892361,-123.132405,3,49.2894543187864,-123.132070356683
"7649",7755,"Theft From Auto Under $5000",2014,6,"31XX STANLEY PARK DR","3100 STANLEY PARK DR"," 3100 STANLEY PARK DR, Vancouver, BC, Canada",49.3003722,-123.1174617,3,49.3005726086004,-123.116988905616
"7650",7756,"Theft From Auto Under $5000",2014,6,"4XX SEYMOUR ST","400 SEYMOUR ST"," 400 SEYMOUR ST, Vancouver, BC, Canada",49.2844743,-123.1129097,3,49.284721111131,-123.112615606269
"7651",7757,"Theft From Auto Under $5000",2014,6,"5XX SEYMOUR ST","500 SEYMOUR ST"," 500 SEYMOUR ST, Vancouver, BC, Canada",49.2837796,-123.113949,3,49.2842414118496,-123.113803037792
"7652",7758,"Theft From Auto Under $5000",2014,6,"HOWE ST / W CORDOVA ST","HOWE ST / W CORDOVA ST"," HOWE ST / W CORDOVA ST, Vancouver, BC, Canada",49.28961,-123.12306,3,49.2897356337302,-123.12293045312
"7653",7759,"Theft From Auto Under $5000",2014,6,"14XX ANDERSON ST","1400 ANDERSON ST"," 1400 ANDERSON ST, Vancouver, BC, Canada",49.2708035,-123.135533,3,49.271077648648,-123.135188679836
"7654",7760,"Theft From Auto Under $5000",2014,6,"11XX BURNABY ST","1100 BURNABY ST"," 1100 BURNABY ST, Vancouver, BC, Canada",49.2796268,-123.1325035,3,49.2800740434274,-123.132090702507
"7655",7761,"Theft From Auto Under $5000",2014,6,"25XX E 18TH AVE","2500 E 18TH AVE"," 2500 E 18TH AVE, Vancouver, BC, Canada",49.2539051,-123.0543386,3,49.254392224119,-123.053940155821
"7656",7762,"Theft From Auto Under $5000",2014,6,"19XX ALBERNI ST","1900 ALBERNI ST"," 1900 ALBERNI ST, Vancouver, BC, Canada",49.2931653,-123.1361582,3,49.2934820613043,-123.136056288915
"7657",7763,"Theft From Auto Under $5000",2014,6,"27XX EUCLID AVE","2700 EUCLID AVE"," 2700 EUCLID AVE, Vancouver, BC, Canada",49.2430735,-123.0506646,3,49.2435211469107,-123.050305975337
"7658",7764,"Theft From Auto Under $5000",2014,6,"29XX NOOTKA ST","2900 NOOTKA ST"," 2900 NOOTKA ST, Vancouver, BC, Canada",49.2570876,-123.0414251,3,49.2575849750847,-123.041248507149
"7659",7765,"Theft From Auto Under $5000",2014,6,"2XX E GEORGIA ST","200 E GEORGIA ST"," 200 E GEORGIA ST, Vancouver, BC, Canada",49.2783951,-123.0995238,3,49.2788009777489,-123.099248309895
"7660",7766,"Theft From Auto Under $5000",2014,6,"16XX HARWOOD ST","1600 HARWOOD ST"," 1600 HARWOOD ST, Vancouver, BC, Canada",49.2837661,-123.1410613,3,49.2842498565216,-123.140762319641
"7661",7767,"Theft From Auto Under $5000",2014,6,"60XX YEW ST","6000 YEW ST"," 6000 YEW ST, Vancouver, BC, Canada",49.2317006,-123.1583744,3,49.2320285772593,-123.157963488434
"7662",7768,"Theft From Auto Under $5000",2014,6,"17XX NELSON ST","1700 NELSON ST"," 1700 NELSON ST, Vancouver, BC, Canada",49.2883158,-123.1373006,3,49.2885409640976,-123.137126671685
"7663",7769,"Theft From Auto Under $5000",2014,6,"3XX W 13TH AVE","300 W 13TH AVE"," 300 W 13TH AVE, Vancouver, BC, Canada",49.2592651,-123.1112924,3,49.2594470070063,-123.111009731624
"7664",7770,"Theft From Auto Under $5000",2014,6,"37XX MAIN ST","3700 MAIN ST"," 3700 MAIN ST, Vancouver, BC, Canada",49.2520676,-123.1007649,3,49.2522025408913,-123.100582209077
"7665",7771,"Theft From Auto Under $5000",2014,6,"11XX GRANVILLE ST","1100 GRANVILLE ST"," 1100 GRANVILLE ST, Vancouver, BC, Canada",49.27778,-123.12465,3,49.2779391260736,-123.124444590207
"7666",7773,"Theft From Auto Under $5000",2014,6,"28XX E BROADWAY AVE","2800 E BROADWAY AVE"," 2800 E BROADWAY AVE, Vancouver, BC, Canada",49.2618551,-123.0467772,3,49.2622263894496,-123.046298452302
"7667",7774,"Theft From Auto Under $5000",2014,6,"32XX E 15TH AVE","3200 E 15TH AVE"," 3200 E 15TH AVE, Vancouver, BC, Canada",49.2562751,-123.0363494,3,49.2564844027734,-123.035871026635
"7668",7775,"Theft From Auto Under $5000",2014,6,"8XX AVISON WAY","800 AVISON WAY"," 800 AVISON WAY, Vancouver, BC, Canada",49.2979379,-123.1311265,3,49.2982342743886,-123.130669031769
"7669",7776,"Theft From Auto Under $5000",2014,6,"69XX CAMBIE ST","6900 CAMBIE ST"," 6900 CAMBIE ST, Vancouver, BC, Canada",49.2225196,-123.1163093,3,49.2226580566066,-123.115985556758
"7670",7777,"Theft From Auto Under $5000",2014,6,"5XX BEATTY ST","500 BEATTY ST"," 500 BEATTY ST, Vancouver, BC, Canada",49.2810072,-123.1084969,3,49.2813959307671,-123.108396886076
"7671",7778,"Theft From Auto Under $5000",2014,6,"10XX W PENDER ST","1000 W PENDER ST"," 1000 W PENDER ST, Vancouver, BC, Canada",49.2865378,-123.1180675,3,49.2868232135495,-123.117675844619
"7672",7779,"Theft From Auto Under $5000",2014,6,"29XX NOOTKA ST","2900 NOOTKA ST"," 2900 NOOTKA ST, Vancouver, BC, Canada",49.2570876,-123.0414251,3,49.2572605749146,-123.041160150153
"7673",7780,"Theft From Auto Under $5000",2014,6,"29XX NOOTKA ST","2900 NOOTKA ST"," 2900 NOOTKA ST, Vancouver, BC, Canada",49.2570876,-123.0414251,3,49.2573914160892,-123.041022167885
"7674",7781,"Theft From Auto Under $5000",2014,6,"10XX SEYMOUR ST","1000 SEYMOUR ST"," 1000 SEYMOUR ST, Vancouver, BC, Canada",49.2783688,-123.1221164,3,49.2785184065327,-123.121747037844
"7675",7782,"Theft From Auto Under $5000",2014,6,"RICHARDS ST / SMITHE ST","RICHARDS ST / SMITHE ST"," RICHARDS ST / SMITHE ST, Vancouver, BC, Canada",49.28259,-123.12488,3,49.2829945402394,-123.124458286552
"7676",7783,"Theft From Auto Under $5000",2014,6,"COMMERCIAL DR / E 12TH AVE","COMMERCIAL DR / E 12TH AVE"," COMMERCIAL DR / E 12TH AVE, Vancouver, BC, Canada",49.2595699,-123.06986,3,49.2597862501535,-123.069444413613
"7677",7784,"Theft From Auto Under $5000",2014,6,"5XX INDUSTRIAL AVE","500 INDUSTRIAL AVE"," 500 INDUSTRIAL AVE, Vancouver, BC, Canada",49.2689509,-123.0932831,3,49.2691881117597,-123.093152886434
"7678",7785,"Theft From Auto Under $5000",2014,6,"31XX W 15TH AVE","3100 W 15TH AVE"," 3100 W 15TH AVE, Vancouver, BC, Canada",49.2586151,-123.1743834,3,49.2589804959122,-123.173963242116
"7679",7786,"Theft From Auto Under $5000",2014,6,"32XX WOODLAND DR","3200 WOODLAND DR"," 3200 WOODLAND DR, Vancouver, BC, Canada",49.2564077,-123.0740547,3,49.2567874051166,-123.073708688994
"7680",7787,"Theft From Auto Under $5000",2014,6,"54XX LANARK ST","5400 LANARK ST"," 5400 LANARK ST, Vancouver, BC, Canada",49.2356763,-123.0753315,3,49.2361166130048,-123.074870637855
"7681",7788,"Theft From Auto Under $5000",2014,6,"4XX SEYMOUR ST","400 SEYMOUR ST"," 400 SEYMOUR ST, Vancouver, BC, Canada",49.2844743,-123.1129097,3,49.2846972095734,-123.112462028062
"7682",7789,"Theft From Auto Under $5000",2014,6,"11XX W PENDER ST","1100 W PENDER ST"," 1100 W PENDER ST, Vancouver, BC, Canada",49.2874375,-123.1206187,3,49.2876387999523,-123.120341412163
"7683",7790,"Theft From Auto Under $5000",2014,6,"20XX BAYSWATER ST","2000 BAYSWATER ST"," 2000 BAYSWATER ST, Vancouver, BC, Canada",49.2682324,-123.1708479,3,49.2687210162025,-123.17043200608
"7684",7791,"Theft From Auto Under $5000",2014,6,"3XX WATER ST","300 WATER ST"," 300 WATER ST, Vancouver, BC, Canada",49.2842264,-123.1090181,3,49.2846880001372,-123.108669463381
"7685",7792,"Theft From Auto Under $5000",2014,6,"22XX GRAVELEY ST","2200 GRAVELEY ST"," 2200 GRAVELEY ST, Vancouver, BC, Canada",49.2703451,-123.0597593,3,49.2705436963454,-123.059349128004
"7686",7793,"Theft From Auto Under $5000",2014,6,"MAIN ST / TERMINAL AVE","MAIN ST / TERMINAL AVE"," MAIN ST / TERMINAL AVE, Vancouver, BC, Canada",49.27293,-123.10091,3,49.2733272773561,-123.100496762755
"7687",7794,"Theft From Auto Under $5000",2014,6,"4XX SEYMOUR ST","400 SEYMOUR ST"," 400 SEYMOUR ST, Vancouver, BC, Canada",49.2844743,-123.1129097,3,49.2846235647118,-123.112641810525
"7688",7795,"Theft From Auto Under $5000",2014,6,"BEACH AVE / BURRARD ST","BEACH AVE / BURRARD ST"," BEACH AVE / BURRARD ST, Vancouver, BC, Canada",49.27532,-123.13745,3,49.2757779287972,-123.136991366282
"7689",7796,"Theft From Auto Under $5000",2014,6,"26XX KITCHENER ST","2600 KITCHENER ST"," 2600 KITCHENER ST, Vancouver, BC, Canada",49.2722051,-123.0517656,3,49.2726610533745,-123.051333322022
"7690",7797,"Theft From Auto Under $5000",2014,6,"39XX POINT GREY RD","3900 POINT GREY RD"," 3900 POINT GREY RD, Vancouver, BC, Canada",49.2710253,-123.1911342,3,49.2711525280229,-123.190858415374
"7691",7798,"Theft From Auto Under $5000",2014,6,"2XX E 24TH AVE","200 E 24TH AVE"," 200 E 24TH AVE, Vancouver, BC, Canada",49.2492431,-123.1008032,3,49.2493630727594,-123.1005524679
"7692",7799,"Theft From Auto Under $5000",2014,6,"E GEORGIA ST / MAIN ST","E GEORGIA ST / MAIN ST"," E GEORGIA ST / MAIN ST, Vancouver, BC, Canada",49.27852,-123.09843,3,49.2786247685806,-123.098145746911
"7693",7800,"Theft From Auto Under $5000",2014,6,"24XX SPRUCE ST","2400 SPRUCE ST"," 2400 SPRUCE ST, Vancouver, BC, Canada",49.2642321,-123.1288351,3,49.2643408529075,-123.128399019357
"7694",7801,"Theft From Auto Under $5000",2014,6,"8XX W 7TH AVE","800 W 7TH AVE"," 800 W 7TH AVE, Vancouver, BC, Canada",49.2649551,-123.1218467,3,49.2653145362711,-123.121668116693
"7695",7802,"Theft From Auto Under $5000",2014,6,"18XX STAINSBURY AVE","1800 STAINSBURY AVE"," 1800 STAINSBURY AVE, Vancouver, BC, Canada",49.252184,-123.0677747,3,49.2526329664949,-123.067540964025
"7696",7803,"Theft From Auto Under $5000",2014,6,"14XX ROBSON ST","1400 ROBSON ST"," 1400 ROBSON ST, Vancouver, BC, Canada",49.28807,-123.13081,3,49.2883988570631,-123.130705315917
"7697",7804,"Theft From Auto Under $5000",2014,6,"40XX W 17TH AVE","4000 W 17TH AVE"," 4000 W 17TH AVE, Vancouver, BC, Canada",49.2573451,-123.1937317,3,49.2578324825709,-123.193383019305
"7698",7805,"Theft From Auto Under $5000",2014,6,"7XX E 39TH AVE","700 E 39TH AVE"," 700 E 39TH AVE, Vancouver, BC, Canada",49.2346751,-123.090282,3,49.2349667216401,-123.089936033141
"7699",7806,"Theft From Auto Under $5000",2014,6,"62XX WEST BLVD","6200 WEST BLVD"," 6200 WEST BLVD, Vancouver, BC, Canada",49.2296976,-123.1555546,3,49.2300880903649,-123.155450979088
"7700",7807,"Theft From Auto Under $5000",2014,6,"11XX E 10TH AVE","1100 E 10TH AVE"," 1100 E 10TH AVE, Vancouver, BC, Canada",49.2613551,-123.0811359,3,49.2615274475616,-123.080891918414
"7701",7808,"Theft From Auto Under $5000",2014,6,"4XX SEYMOUR ST","400 SEYMOUR ST"," 400 SEYMOUR ST, Vancouver, BC, Canada",49.2844743,-123.1129097,3,49.2849075170351,-123.11256977531
"7702",7809,"Theft From Auto Under $5000",2014,6,"HOMER ST / W CORDOVA ST","HOMER ST / W CORDOVA ST"," HOMER ST / W CORDOVA ST, Vancouver, BC, Canada",49.28961,-123.12306,3,49.2898098624372,-123.122834888582
