"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","full_address","lat","lon","cid","lat_offset","lon_offset"
"6194","Theft From Auto Under $5000",2011,6,"100 E BROADWAY AVE","100 E BROADWAY AVE , Vancouver, BC, Canada",49.2628242,-123.1027275,3,49.2629596805608,-123.10237058771
"6195","Theft From Auto Under $5000",2011,6,"700 W 13TH AVE","700 W 13TH AVE , Vancouver, BC, Canada",49.2594351,-123.1201602,3,49.2595700555541,-123.119740689308
"6196","Theft From Auto Under $5000",2011,6,"700 RENFREW ST","700 RENFREW ST , Vancouver, BC, Canada",49.2781598,-123.0439551,3,49.2785331059878,-123.043598902996
"6197","Theft From Auto Under $5000",2011,6,"1000 BURRARD ST","1000 BURRARD ST , Vancouver, BC, Canada",49.27986,-123.12661,3,49.2799956710274,-123.126432463894
"6198","Theft From Auto Under $5000",2011,6,"1500 W 11TH AVE","1500 W 11TH AVE , Vancouver, BC, Canada",49.2616051,-123.1388602,3,49.2617892985765,-123.138424695647
"6199","Theft From Auto Under $5000",2011,6,"800 E 53RD AVE","800 E 53RD AVE , Vancouver, BC, Canada",49.2218047,-123.0881379,3,49.2221567441717,-123.088015466718
"6200","Theft From Auto Under $5000",2011,6,"1700 BARCLAY ST","1700 BARCLAY ST , Vancouver, BC, Canada",49.2890269,-123.1362341,3,49.2893436645119,-123.135749903652
"6201","Theft From Auto Under $5000",2011,6,"1200 W 11TH AVE","1200 W 11TH AVE , Vancouver, BC, Canada",49.2614651,-123.1315927,3,49.2619418815912,-123.13129547799
"6202","Theft From Auto Under $5000",2011,6,"900 W 15TH AVE","900 W 15TH AVE , Vancouver, BC, Canada",49.25759,-123.12465,3,49.2577002265308,-123.124338769486
"6203","Theft From Auto Under $5000",2011,6,"BIDWELL ST / HARO ST","BIDWELL ST / HARO ST , Vancouver, BC, Canada",49.28575,-123.14099,3,49.28597025102,-123.140655766947
"6204","Theft From Auto Under $5000",2011,6,"2200 E 40TH AVE","2200 E 40TH AVE , Vancouver, BC, Canada",49.2337545,-123.0618628,3,49.2340829551671,-123.061655854422
"6205","Theft From Auto Under $5000",2011,6,"2700 STANLEY PARK DR","2700 STANLEY PARK DR , Vancouver, BC, Canada",49.3002334,-123.1167551,3,49.3006826565554,-123.116635139427
"6206","Theft From Auto Under $5000",2011,6,"500 BURRARD ST","500 BURRARD ST , Vancouver, BC, Canada",49.2864999,-123.11779,3,49.2869859364401,-123.117378990697
"6207","Theft From Auto Under $5000",2011,6,"700 W 60TH AVE","700 W 60TH AVE , Vancouver, BC, Canada",49.2158951,-123.1202526,3,49.2160248952359,-123.119930555918
"6208","Theft From Auto Under $5000",2011,6,"8900 STANLEY PARK DR","8900 STANLEY PARK DR , Vancouver, BC, Canada",49.2933085,-123.1481577,3,49.2936220603826,-123.14783611934
"6209","Theft From Auto Under $5000",2011,6,"5700 HAROLD ST","5700 HAROLD ST , Vancouver, BC, Canada",49.2323029,-123.0358351,3,49.2325156687251,-123.035583813134
"6210","Theft From Auto Under $5000",2011,6,"6900 CHURCHILL ST","6900 CHURCHILL ST , Vancouver, BC, Canada",49.2229383,-123.1416034,3,49.2234222869313,-123.141273675723
"6211","Theft From Auto Under $5000",2011,6,"1400 BEACH AVE","1400 BEACH AVE , Vancouver, BC, Canada",49.2815687,-123.1397601,3,49.282017176059,-123.139508996226
"6212","Theft From Auto Under $5000",2011,6,"2400 CORNWALL AVE","2400 CORNWALL AVE , Vancouver, BC, Canada",49.2725251,-123.1599028,3,49.2728748128377,-123.159630467782
"6213","Theft From Auto Under $5000",2011,6,"2400 CORNWALL AVE","2400 CORNWALL AVE , Vancouver, BC, Canada",49.2725251,-123.1599028,3,49.2727047848982,-123.159779761425
"6214","Theft From Auto Under $5000",2011,6,"2400 CORNWALL AVE","2400 CORNWALL AVE , Vancouver, BC, Canada",49.2725251,-123.1599028,3,49.2727071296198,-123.15956576387
"6215","Theft From Auto Under $5000",2011,6,"1500 HARWOOD ST","1500 HARWOOD ST , Vancouver, BC, Canada",49.2830065,-123.1399126,3,49.2834785490513,-123.13946819825
"6216","Theft From Auto Under $5000",2011,6,"3800 CARTIER ST","3800 CARTIER ST , Vancouver, BC, Canada",49.2519642,-123.1365159,3,49.2521294706888,-123.136080332028
"6217","Theft From Auto Under $5000",2011,6,"500 BEACH CRES","500 BEACH CRES , Vancouver, BC, Canada",49.2731058,-123.1285713,3,49.273410522951,-123.128264824466
"6218","Theft From Auto Under $5000",2011,6,"1300 W 10TH AVE","1300 W 10TH AVE , Vancouver, BC, Canada",49.2624251,-123.1339541,3,49.2625546047449,-123.13372471587
"6219","Theft From Auto Under $5000",2011,6,"400 W 64TH AVE","400 W 64TH AVE , Vancouver, BC, Canada",49.2121951,-123.1148802,3,49.2123172231099,-123.114658933472
"6220","Theft From Auto Under $5000",2011,6,"1700 W 40TH AVE","1700 W 40TH AVE , Vancouver, BC, Canada",49.2355951,-123.1449015,3,49.2358270022724,-123.144455349203
"6221","Theft From Auto Under $5000",2011,6,"3100 WINDSOR ST","3100 WINDSOR ST , Vancouver, BC, Canada",49.2567746,-123.0834551,3,49.2569107134245,-123.083053293244
"6222","Theft From Auto Under $5000",2011,6,"2100 E 34TH AVE","2100 E 34TH AVE , Vancouver, BC, Canada",49.238819,-123.0637007,3,49.2391621239807,-123.06332767169
"6223","Theft From Auto Under $5000",2011,6,"3000 W 37TH AVE","3000 W 37TH AVE , Vancouver, BC, Canada",49.2383951,-123.1732414,3,49.2385560868748,-123.172806306445
"6224","Theft From Auto Under $5000",2011,6,"CLARK DR / E 21ST AVE","CLARK DR / E 21ST AVE , Vancouver, BC, Canada",49.25167,-123.07279,3,49.2520940568131,-123.072439339503
"6225","Theft From Auto Under $5000",2011,6,"400 E 11TH AVE","400 E 11TH AVE , Vancouver, BC, Canada",49.2605651,-123.0959797,3,49.2606993696192,-123.095610067795
"6226","Theft From Auto Under $5000",2011,6,"2400 CORNWALL AVE","2400 CORNWALL AVE , Vancouver, BC, Canada",49.2725251,-123.1599028,3,49.2727065665209,-123.159576197486
"6227","Theft From Auto Under $5000",2011,6,"2200 E 52ND AVE","2200 E 52ND AVE , Vancouver, BC, Canada",49.2220951,-123.0622857,3,49.2221996770774,-123.061789327193
"6228","Theft From Auto Under $5000",2011,6,"7800 THORNHILL DR","7800 THORNHILL DR , Vancouver, BC, Canada",49.2138312,-123.0676571,3,49.2141322561491,-123.067521079367
"6229","Theft From Auto Under $5000",2011,6,"100 W 6TH AVE","100 W 6TH AVE , Vancouver, BC, Canada",49.2654851,-123.106943,3,49.2656802903626,-123.106836941602
"6230","Theft From Auto Under $5000",2011,6,"2900 W 23RD AVE","2900 W 23RD AVE , Vancouver, BC, Canada",49.2517751,-123.1703322,3,49.2521255350713,-123.170056543528
"6231","Theft From Auto Under $5000",2011,6,"100 WATER ST","100 WATER ST , Vancouver, BC, Canada",49.2837861,-123.1065744,3,49.2840488914806,-123.106218586399
"6232","Theft From Auto Under $5000",2011,6,"6200 BEATRICE ST","6200 BEATRICE ST , Vancouver, BC, Canada",49.2275207,-123.066784,3,49.2276954998073,-123.066326345435
"6233","Theft From Auto Under $5000",2011,6,"1000 SW MARINE DR","1000 SW MARINE DR , Vancouver, BC, Canada",49.2044059,-123.1306091,3,49.2048811262013,-123.130171539642
"6234","Theft From Auto Under $5000",2011,6,"STEPHENS ST / W 6TH AVE","STEPHENS ST / W 6TH AVE , Vancouver, BC, Canada",49.26036,-123.16635,3,49.2605211045287,-123.166189201123
"6235","Theft From Auto Under $5000",2011,6,"900 E BROADWAY AVE","900 E BROADWAY AVE , Vancouver, BC, Canada",49.2622951,-123.085019,3,49.2627942376563,-123.084760037507
"6236","Theft From Auto Under $5000",2011,6,"600 CHILCO ST","600 CHILCO ST , Vancouver, BC, Canada",49.2943083,-123.1366995,3,49.2944619111698,-123.136267155953
"6237","Theft From Auto Under $5000",2011,6,"2000 FRANKLIN ST","2000 FRANKLIN ST , Vancouver, BC, Canada",49.2820151,-123.0633898,3,49.2825087927423,-123.063217463548
"6238","Theft From Auto Under $5000",2011,6,"7800 THORNHILL DR","7800 THORNHILL DR , Vancouver, BC, Canada",49.2138312,-123.0676571,3,49.2143155782466,-123.067417905075
"6239","Theft From Auto Under $5000",2011,6,"1100 HOWE ST","1100 HOWE ST , Vancouver, BC, Canada",49.278619,-123.1257033,3,49.2788391623003,-123.125259611807
"6240","Theft From Auto Under $5000",2011,6,"1200 HOMER ST","1200 HOMER ST , Vancouver, BC, Canada",49.2750389,-123.1233824,3,49.2754857673786,-123.123130191225
"6241","Theft From Auto Under $5000",2011,6,"1500 W 11TH AVE","1500 W 11TH AVE , Vancouver, BC, Canada",49.2616051,-123.1388602,3,49.2619238126533,-123.13845129636
"6242","Theft From Auto Under $5000",2011,6,"1600 W 58TH AVE","1600 W 58TH AVE , Vancouver, BC, Canada",49.2184151,-123.1440331,3,49.2188447441616,-123.14369500816
"6243","Theft From Auto Under $5000",2011,6,"4500 OAK ST","4500 OAK ST , Vancouver, BC, Canada",49.2452587,-123.1275451,3,49.2454329571446,-123.127431364825
"6245","Theft From Auto Under $5000",2011,6,"1400 ANDERSON ST","1400 ANDERSON ST , Vancouver, BC, Canada",49.2708035,-123.135533,3,49.2709141129688,-123.135254257932
"6246","Theft Of Auto Over $5000",2011,4,"4900 ANGUS DR","4900 ANGUS DR , Vancouver, BC, Canada",49.24176,-123.14512,4,49.2420229580379,-123.144793659051
"6247","Theft Of Auto Over $5000",2011,4,"800 W KING EDWARD AVE","800 W KING EDWARD AVE , Vancouver, BC, Canada",49.2489152,-123.122505,4,49.2490602315722,-123.122343475701
"6248","Theft Of Auto Over $5000",2011,4,"4100 KNIGHT ST","4100 KNIGHT ST , Vancouver, BC, Canada",49.248525,-123.0759851,4,49.2489394455723,-123.075848537613
"6249","Theft Of Auto Over $5000",2011,4,"7800 VIVIAN DR","7800 VIVIAN DR , Vancouver, BC, Canada",49.2132088,-123.0540343,4,49.2133788183401,-123.053648328444
"6250","Theft Of Auto Over $5000",2011,4,"600 W 14TH AVE","600 W 14TH AVE , Vancouver, BC, Canada",49.2586651,-123.1175818,4,49.2590863549788,-123.117358655359
"6251","Theft Of Auto Over $5000",2011,4,"1000 SE MARINE DR","1000 SE MARINE DR , Vancouver, BC, Canada",49.2109651,-123.0855083,4,49.2114463089598,-123.085230111616
"6252","Theft Of Auto Over $5000",2011,4,"1400 RICHARDS ST","1400 RICHARDS ST , Vancouver, BC, Canada",49.2735095,-123.1276064,4,49.2739400276063,-123.127165990256
"6253","Theft Of Auto Over $5000",2011,4,"5500 FRASER ST","5500 FRASER ST , Vancouver, BC, Canada",49.2346624,-123.0903138,4,49.2349940360747,-123.089963991792
"6254","Theft Of Auto Over $5000",2011,4,"E BROADWAY AVE / KINGSWAY AVE","E BROADWAY AVE / KINGSWAY AVE , Vancouver, BC, Canada",49.26237,-123.06707,4,49.2627463031303,-123.066713912292
"6255","Theft Of Auto Over $5000",2011,4,"800 TERMINAL AVE","800 TERMINAL AVE , Vancouver, BC, Canada",49.2702463,-123.0862007,4,49.2703564613354,-123.0859876799
"6256","Theft Of Auto Over $5000",2011,4,"5000 JOYCE ST","5000 JOYCE ST , Vancouver, BC, Canada",49.2393115,-123.0306153,4,49.2396472651043,-123.030254593248
"6257","Theft Of Auto Over $5000",2011,4,"700 CLARK DR","700 CLARK DR , Vancouver, BC, Canada",49.2784118,-123.0769642,4,49.2788939592152,-123.076520096178
"6258","Theft Of Auto Over $5000",2011,4,"2400 CASSIAR ST","2400 CASSIAR ST , Vancouver, BC, Canada",49.263175,-123.0308451,4,49.263385443427,-123.030648536962
"6259","Theft Of Auto Over $5000",2011,4,"1000 W 15TH AVE","1000 W 15TH AVE , Vancouver, BC, Canada",49.2576851,-123.1272439,4,49.2581417143458,-123.126927679639
"6260","Theft Of Auto Over $5000",2011,4,"E 37TH AVE / KNIGHT ST","E 37TH AVE / KNIGHT ST , Vancouver, BC, Canada",49.24517,-123.07628,4,49.2452871179042,-123.076042894883
"6261","Theft Of Auto Over $5000",2011,4,"HAWKS AVE / POWELL ST","HAWKS AVE / POWELL ST , Vancouver, BC, Canada",49.28231,-123.08708,4,49.2827861586811,-123.086654636037
"6262","Theft Of Auto Over $5000",2011,4,"E 10TH AVE / PRINCE EDWARD ST","E 10TH AVE / PRINCE EDWARD ST , Vancouver, BC, Canada",49.26174,-123.09609,4,49.2621684859587,-123.095688800521
"6263","Theft Of Auto Over $5000",2011,4,"1200 SE MARINE DR","1200 SE MARINE DR , Vancouver, BC, Canada",49.2109751,-123.0818314,4,49.21128514593,-123.081341189132
"6264","Theft Of Auto Over $5000",2011,4,"1200 JERVIS ST","1200 JERVIS ST , Vancouver, BC, Canada",49.282567,-123.1349925,4,49.2830129890941,-123.134828845508
"6265","Theft Of Auto Over $5000",2011,4,"1300 W 51ST AVE","1300 W 51ST AVE , Vancouver, BC, Canada",49.2247951,-123.1352734,4,49.2251152085308,-123.134989321012
"6266","Theft Of Auto Over $5000",2011,4,"2700 NATAL ST","2700 NATAL ST , Vancouver, BC, Canada",49.2602268,-123.0300635,4,49.2607229108834,-123.029585174331
"6267","Theft Of Auto Over $5000",2011,4,"200 E 56TH AVE","200 E 56TH AVE , Vancouver, BC, Canada",49.2191551,-123.101605,4,49.2193837046173,-123.101490364003
"6268","Theft Of Auto Over $5000",2011,4,"400 SEYMOUR ST","400 SEYMOUR ST , Vancouver, BC, Canada",49.2844743,-123.1129097,4,49.2845758100629,-123.112565174365
"6269","Theft Of Auto Over $5000",2011,4,"1100 DENMAN ST","1100 DENMAN ST , Vancouver, BC, Canada",49.2880734,-123.1403218,4,49.2884402484041,-123.139955539107
"6270","Theft Of Auto Over $5000",2011,5,"900 E KENT S AVE","900 E KENT S AVE , Vancouver, BC, Canada",49.2078985,-123.0901997,4,49.208219833933,-123.089936618627
"6271","Theft Of Auto Over $5000",2011,5,"1200 E 63RD AVE","1200 E 63RD AVE , Vancouver, BC, Canada",49.2127451,-123.0814751,4,49.213024254592,-123.081243865343
"6272","Theft Of Auto Over $5000",2011,5,"200 E 56TH AVE","200 E 56TH AVE , Vancouver, BC, Canada",49.2191551,-123.101605,4,49.2194345720811,-123.10140917797
"6273","Theft Of Auto Over $5000",2011,5,"900 CANADA PL","900 CANADA PL , Vancouver, BC, Canada",49.2872382,-123.112884,4,49.2877227393318,-123.112599584191
"6274","Theft Of Auto Over $5000",2011,5,"3500 W 23RD AVE","3500 W 23RD AVE , Vancouver, BC, Canada",49.2517749,-123.1821339,4,49.2520669841977,-123.18175239938
"6275","Theft Of Auto Over $5000",2011,5,"700 E 10TH AVE","700 E 10TH AVE , Vancouver, BC, Canada",49.2613851,-123.0889384,4,49.261849177404,-123.088592722866
"6276","Theft Of Auto Over $5000",2011,5,"3900 W 18TH AVE","3900 W 18TH AVE , Vancouver, BC, Canada",49.2563951,-123.191066,4,49.2566646134283,-123.190654122375
"6277","Theft Of Auto Over $5000",2011,5,"6000 ONTARIO ST","6000 ONTARIO ST , Vancouver, BC, Canada",49.2302631,-123.1055742,4,49.2306519729656,-123.105288138603
"6278","Theft From Auto Under $5000",2011,4,"3200 W 39TH AVE","3200 W 39TH AVE , Vancouver, BC, Canada",49.2365251,-123.1760294,3,49.2368442692626,-123.175584958231
"6279","Theft From Auto Under $5000",2011,4,"1000 LE ROI ST","1000 LE ROI ST , Vancouver, BC, Canada",49.2752498,-123.0399851,3,49.2754373547603,-123.039652264367
"6280","Theft From Auto Under $5000",2011,4,"700 SEYMOUR ST","700 SEYMOUR ST , Vancouver, BC, Canada",49.2816172,-123.1172078,3,49.2820245419863,-123.116836511791
"6281","Theft From Auto Under $5000",2011,4,"3100 GRANDVIEW HWY","3100 GRANDVIEW HWY , Vancouver, BC, Canada",49.2580051,-123.0388483,3,49.2584843149655,-123.03864164349
"6282","Theft From Auto Under $5000",2011,4,"4500 W 1ST AVE","4500 W 1ST AVE , Vancouver, BC, Canada",49.2719751,-123.2090434,3,49.2722425342137,-123.208596779033
"6283","Theft From Auto Under $5000",2011,4,"8900 SHAUGHNESSY ST","8900 SHAUGHNESSY ST , Vancouver, BC, Canada",49.2053096,-123.1284683,3,49.2054150017695,-123.12815882375
"6284","Theft From Auto Under $5000",2011,4,"1700 CHARLES ST","1700 CHARLES ST , Vancouver, BC, Canada",49.2728851,-123.0693167,3,49.2730743212281,-123.068863928846
"6285","Theft From Auto Under $5000",2011,4,"W 8TH AVE / YUKON ST","W 8TH AVE / YUKON ST , Vancouver, BC, Canada",49.20874,-123.11517,3,49.20894150493,-123.115007338591
"6286","Theft From Auto Under $5000",2011,4,"2400 NANAIMO ST","2400 NANAIMO ST , Vancouver, BC, Canada",49.2629925,-123.0564851,3,49.2634611163712,-123.05603852272
"6287","Theft From Auto Under $5000",2011,4,"GEORGIA VIADUCT / MAIN ST","GEORGIA VIADUCT / MAIN ST , Vancouver, BC, Canada",49.27758,-123.1101,3,49.2778954261062,-123.109652836811
"6288","Theft From Auto Under $5000",2011,4,"2800 W 42ND AVE","2800 W 42ND AVE , Vancouver, BC, Canada",49.2336151,-123.1676007,3,49.2337684993611,-123.167124206075
"6289","Theft From Auto Under $5000",2011,4,"SEYMOUR ST / W GEORGIA ST","SEYMOUR ST / W GEORGIA ST , Vancouver, BC, Canada",49.28407,-123.12058,3,49.2845459667706,-123.120409205753
"6290","Theft From Auto Under $5000",2011,4,"1000 MAIN ST","1000 MAIN ST , Vancouver, BC, Canada",49.2754126,-123.0997038,3,49.2758398309474,-123.099257416517
"6291","Theft From Auto Under $5000",2011,4,"1700 W 5TH AVE","1700 W 5TH AVE , Vancouver, BC, Canada",49.2669751,-123.143454,3,49.2671345545108,-123.143315508374
"6292","Theft From Auto Under $5000",2011,4,"1400 ROBSON ST","1400 ROBSON ST , Vancouver, BC, Canada",49.28807,-123.13081,3,49.2882667345308,-123.130487436484
"6293","Theft From Auto Under $5000",2011,4,"1200 ROBSON ST","1200 ROBSON ST , Vancouver, BC, Canada",49.2859863,-123.1272122,3,49.2861927406366,-123.126724969761
"6294","Theft From Auto Under $5000",2011,4,"CAMBIE ST / DUNSMUIR ST","CAMBIE ST / DUNSMUIR ST , Vancouver, BC, Canada",49.28172,-123.11352,3,49.2821542660963,-123.113409775263
"6295","Theft From Auto Under $5000",2011,4,"800 HAMILTON ST","800 HAMILTON ST , Vancouver, BC, Canada",49.2786005,-123.1160139,3,49.2790317090653,-123.115552254631
"6296","Theft From Auto Under $5000",2011,4,"3100 W 42ND AVE","3100 W 42ND AVE , Vancouver, BC, Canada",49.2336541,-123.1742723,3,49.2338749351756,-123.173900120746
"6297","Theft From Auto Under $5000",2011,4,"1300 E 7TH AVE","1300 E 7TH AVE , Vancouver, BC, Canada",49.2640951,-123.0772886,3,49.2643262918954,-123.076949367825
"6298","Theft From Auto Under $5000",2011,4,"1300 E 29TH AVE","1300 E 29TH AVE , Vancouver, BC, Canada",49.2444751,-123.0780398,3,49.2448782430395,-123.077747396719
"6299","Theft From Auto Under $5000",2011,4,"1300 ROBSON ST","1300 ROBSON ST , Vancouver, BC, Canada",49.28707,-123.12925,3,49.2875486911783,-123.129083991676
"6300","Theft From Auto Under $5000",2011,4,"3100 GARDEN DR","3100 GARDEN DR , Vancouver, BC, Canada",49.2566163,-123.0580751,3,49.2569413878536,-123.057815374775
"6301","Theft From Auto Under $5000",2011,4,"600 BURRARD ST","600 BURRARD ST , Vancouver, BC, Canada",49.2853344,-123.1194187,3,49.2857580489172,-123.119143980114
"6302","Theft From Auto Under $5000",2011,4,"3100 W 42ND AVE","3100 W 42ND AVE , Vancouver, BC, Canada",49.2336541,-123.1742723,3,49.2339744090408,-123.174086004557
"6303","Theft From Auto Under $5000",2011,4,"E CORDOVA ST / MAIN ST","E CORDOVA ST / MAIN ST , Vancouver, BC, Canada",49.28215,-123.09175,3,49.2825039627399,-123.091477954625
"6304","Theft From Auto Under $5000",2011,4,"1800 ROBSON ST","1800 ROBSON ST , Vancouver, BC, Canada",49.2914454,-123.1356785,3,49.2916716708165,-123.135546076095
"6305","Theft From Auto Under $5000",2011,4,"MAIN ST / POWELL ST","MAIN ST / POWELL ST , Vancouver, BC, Canada",49.22939,-123.10152,3,49.2297759655663,-123.101347146433
"6306","Theft From Auto Under $5000",2011,4,"700 E 11TH AVE","700 E 11TH AVE , Vancouver, BC, Canada",49.2605147,-123.0889403,3,49.2609752707513,-123.088751815804
"6307","Theft From Auto Under $5000",2011,4,"1800 SPYGLASS PL","1800 SPYGLASS PL , Vancouver, BC, Canada",49.27031,-123.11489,3,49.2705570588529,-123.114627949114
"6308","Theft From Auto Under $5000",2011,4,"1700 BALSAM ST","1700 BALSAM ST , Vancouver, BC, Canada",49.2707073,-123.1595671,3,49.2709163929586,-123.159343019674
"6309","Theft From Auto Under $5000",2011,4,"PINE ST / W 6TH AVE","PINE ST / W 6TH AVE , Vancouver, BC, Canada",49.26567,-123.10973,3,49.2660833827431,-123.109346287802
"6310","Theft From Auto Under $5000",2011,4,"1000 BEACH AVE","1000 BEACH AVE , Vancouver, BC, Canada",49.27562,-123.1342,3,49.2760273884924,-123.134007054105
"6311","Theft From Auto Under $5000",2011,4,"1700 HARO ST","1700 HARO ST , Vancouver, BC, Canada",49.2896363,-123.1350925,3,49.2898595119082,-123.134763062117
"6312","Theft From Auto Under $5000",2011,4,"3800 HIGHBURY ST","3800 HIGHBURY ST , Vancouver, BC, Canada",49.2527325,-123.1879451,3,49.2532244395508,-123.187753790238
"6313","Theft From Auto Under $5000",2011,4,"1200 W 10TH AVE","1200 W 10TH AVE , Vancouver, BC, Canada",49.26225,-123.13176,3,49.2625498801941,-123.131640538691
"6314","Theft From Auto Under $5000",2011,4,"100 W PENDER ST","100 W PENDER ST , Vancouver, BC, Canada",49.28096,-123.10846,3,49.2812233570772,-123.108297088189
"6315","Theft From Auto Under $5000",2011,4,"ABBOTT ST / W PENDER ST","ABBOTT ST / W PENDER ST , Vancouver, BC, Canada",49.2808,-123.10597,3,49.2809880320812,-123.105786609281
"6316","Theft From Auto Under $5000",2011,4,"CLARK DR / E 12TH AVE","CLARK DR / E 12TH AVE , Vancouver, BC, Canada",49.2595699,-123.06986,3,49.2596720486232,-123.069638535383
"6317","Theft From Auto Under $5000",2011,4,"1600 E BROADWAY AVE","1600 E BROADWAY AVE , Vancouver, BC, Canada",49.2622051,-123.0716291,3,49.2624163166809,-123.071307442596
"6319","Theft From Auto Under $5000",2011,4,"DUNSMUIR ST / HAMILTON ST","DUNSMUIR ST / HAMILTON ST , Vancouver, BC, Canada",49.28172,-123.11352,3,49.2821029421932,-123.113254954091
"6320","Theft From Auto Under $5000",2011,4,"E 49TH AVE / FRASER ST","E 49TH AVE / FRASER ST , Vancouver, BC, Canada",49.2252,-123.06822,3,49.2256910066277,-123.067994498129
"6321","Theft From Auto Under $5000",2011,4,"1000 W CORDOVA ST","1000 W CORDOVA ST , Vancouver, BC, Canada",49.2875772,-123.1164163,3,49.2877554537811,-123.116259823704
"6322","Theft From Auto Under $5000",2011,4,"500 GREAT NORTHERN WAY","500 GREAT NORTHERN WAY , Vancouver, BC, Canada",49.2666618,-123.0929656,3,49.2668587982379,-123.09255775993
"6323","Theft From Auto Under $5000",2011,4,"5600 KILLARNEY ST","5600 KILLARNEY ST , Vancouver, BC, Canada",49.2338928,-123.0457751,3,49.2341838352798,-123.045283257666
"6324","Theft From Auto Under $5000",2011,4,"1300 E 1ST AVE","1300 E 1ST AVE , Vancouver, BC, Canada",49.269534,-123.0773413,3,49.2699511103826,-123.077237039565
"6325","Theft From Auto Under $5000",2011,4,"6200 ST GEORGE ST","6200 ST GEORGE ST , Vancouver, BC, Canada",49.2282284,-123.0937545,3,49.2287121047445,-123.093387664586
"6326","Theft From Auto Under $5000",2011,4,"1900 GRAVELEY ST","1900 GRAVELEY ST , Vancouver, BC, Canada",49.2703251,-123.0657167,3,49.2705153703085,-123.065504925954
"6327","Theft From Auto Under $5000",2011,4,"1400 ANDERSON ST","1400 ANDERSON ST , Vancouver, BC, Canada",49.2708035,-123.135533,3,49.2709616588936,-123.135193647166
"6328","Theft From Auto Under $5000",2011,4,"SCOTIA ST / TERMINAL AVE","SCOTIA ST / TERMINAL AVE , Vancouver, BC, Canada",49.27293,-123.10091,3,49.2732248489447,-123.10068183315
"6329","Theft From Auto Under $5000",2011,4,"2200 E 39TH AVE","2200 E 39TH AVE , Vancouver, BC, Canada",49.2347641,-123.0618635,3,49.2352104576556,-123.061505312043
"6330","Theft From Auto Under $5000",2011,4,"6800 DOMAN ST","6800 DOMAN ST , Vancouver, BC, Canada",49.2221172,-123.0365212,3,49.2224551889159,-123.03603139818
"6331","Theft From Auto Under $5000",2011,4,"2700 W BROADWAY AVE","2700 W BROADWAY AVE , Vancouver, BC, Canada",49.2639251,-123.1665721,3,49.2643370656499,-123.166191133837
"6332","Theft From Auto Under $5000",2011,4,"RICHARDS ST / W GEORGIA ST","RICHARDS ST / W GEORGIA ST , Vancouver, BC, Canada",49.28407,-123.12058,3,49.2844238019961,-123.120255119882
"6333","Theft From Auto Under $5000",2011,4,"ROBSON ST / SEYMOUR ST","ROBSON ST / SEYMOUR ST , Vancouver, BC, Canada",49.28559,-123.12634,3,49.2860207057578,-123.125938949626
"6334","Theft From Auto Under $5000",2011,4,"1500 W 7TH AVE","1500 W 7TH AVE , Vancouver, BC, Canada",49.2652052,-123.1387252,3,49.2655694127578,-123.138428713614
"6335","Theft From Auto Under $5000",2011,4,"500 RICHARDS ST","500 RICHARDS ST , Vancouver, BC, Canada",49.2831573,-123.1129627,3,49.2834821384791,-123.112688684514
"6336","Theft From Auto Under $5000",2011,4,"3400 YARDLEY AVE","3400 YARDLEY AVE , Vancouver, BC, Canada",49.2402013,-123.0323137,3,49.2406095976947,-123.032006236338
"6337","Theft From Auto Under $5000",2011,4,"800 AVISON WAY","800 AVISON WAY , Vancouver, BC, Canada",49.2979379,-123.1311265,3,49.2980548365828,-123.130984507084
"6338","Theft From Auto Under $5000",2011,4,"4100 SOPHIA ST","4100 SOPHIA ST , Vancouver, BC, Canada",49.2485812,-123.0988654,3,49.2490156125962,-123.098578333895
"6339","Theft From Auto Under $5000",2011,4,"BARCLAY ST / BURRARD ST","BARCLAY ST / BURRARD ST , Vancouver, BC, Canada",49.28416,-123.1285,3,49.2845808268082,-123.128364903949
"6340","Theft From Auto Under $5000",2011,4,"1000 BURRARD ST","1000 BURRARD ST , Vancouver, BC, Canada",49.27986,-123.12661,3,49.2800048186667,-123.126507498634
"6341","Theft From Auto Under $5000",2011,4,"HAMILTON ST / NELSON ST","HAMILTON ST / NELSON ST , Vancouver, BC, Canada",49.28348,-123.12956,3,49.2838788884907,-123.129169498198
"6342","Theft From Auto Under $5000",2011,4,"1000 W BROADWAY AVE","1000 W BROADWAY AVE , Vancouver, BC, Canada",49.2632851,-123.12681,3,49.2635880681405,-123.126321186402
"6343","Theft From Auto Under $5000",2011,4,"TERMINAL AVE / THORNTON ST","TERMINAL AVE / THORNTON ST , Vancouver, BC, Canada",49.27293,-123.10091,3,49.2731683805749,-123.100724140123
"6344","Theft From Auto Under $5000",2011,4,"2500 E 3RD AVE","2500 E 3RD AVE , Vancouver, BC, Canada",49.2675047,-123.054497,3,49.2676262621942,-123.054372134077
"6345","Theft From Auto Under $5000",2011,4,"2900 PINE ST","2900 PINE ST , Vancouver, BC, Canada",49.2597366,-123.1432747,3,49.2599972001615,-123.143112784166
"6346","Theft From Auto Under $5000",2011,4,"1400 E 22ND AVE","1400 E 22ND AVE , Vancouver, BC, Canada",49.2503051,-123.0757373,3,49.2505236268886,-123.075597983417
